run_id,timestamp,random_seed,seed_group,workload_type,traffic_intensity,cache_size_mb,cache_policy,memory_allocation_mb,memory_policy,thread_count,cpu_cores,queue_depth,io_parallelism,request_size_kb,io_scheduler,read_write_ratio,block_size_kb,garbage_collection,gc_aggressiveness,over_provisioning_pct,compression_enabled,compression_level,checksum_enabled,encryption_enabled,adaptive_scheduler,dynamic_cache,predictive_prefetch,advanced_gc,thermal_policy,thermal_limit_c,power_profile,scheduler_type,load_balancing,recovery_mode,automatic_recovery,retry_strategy,max_retries,timing_jitter_ms,timeout_jitter_ms,request_arrival_rate,burst_probability,stress_level,ambient_temperature_c,background_cpu_load_pct,background_memory_load_pct,power_variation_pct,voltage_variation_pct,fault_injection_type,fault_injection_probability,fault_injection_severity,transient_fault,cpu_utilization_pct,memory_utilization_pct,cache_hit_rate_pct,queue_utilization_pct,average_latency_ms,p95_latency_ms,p99_latency_ms,power_consumption_w,device_temperature_c,thermal_throttle_pct,throughput_gbps,execution_time_sec,error_count,timeout_count,recovery_events,data_integrity_errors,watchdog_events,pass_fail,failure_type,reliability_score,performance_score,execution_log,config_aux_01,config_aux_02,config_aux_03,config_aux_04,config_aux_05,config_aux_06,config_aux_07,config_aux_08,config_aux_09,config_aux_10,config_aux_11,config_aux_12,config_aux_13,config_aux_14,config_aux_15,config_aux_16,config_aux_17,config_aux_18,config_aux_19,config_aux_20,config_aux_21,config_aux_22,config_aux_23,config_aux_24,config_aux_25,config_aux_26,config_aux_27,config_aux_28,config_aux_29,config_aux_30,config_aux_31,config_aux_32,config_aux_33,config_aux_34,config_aux_35,config_aux_36,config_aux_37,config_aux_38,config_aux_39,config_aux_40
690,2026-01-08 4:15:00,78263,3,RECOVERY_TEST,HIGH,2048,PREDICTIVE,12288,ADAPTIVE,41,8,256,58,64,DYNAMIC,78.71800092,256,1,7,16.86907209,0,8,1,1,1,1,0,0,AGGRESSIVE,70,BALANCED,DYNAMIC,STATIC,ADVANCED,1,EXPONENTIAL,4,25.77328933,12.53305921,7222.696646,0.246048223,2,20.8469093,14.29963448,27.75167891,-3.47882688,0.4468653119,NONE,0.0164600223,6,1,77.30589272,76.12643783,91.57602826,94.57849909,3.238123456,5.628531158,9.953687712,15.22690916,32.65473361,0,11.03379724,419.858801,7,4,3,0,1,FAIL,IO_TIMEOUT,0.4950647049,91.47576523,[2026-01-08 04:15:00] INFO  Test execution started | [2026-01-08 04:15:00] INFO  Workload initialized: RECOVERY_TEST | [2026-01-08 04:15:00] INFO  Queue depth: 256 | [2026-01-08 04:15:00] INFO  Cache hit rate: 91.6% | [2026-01-08 04:15:00] WARN  Queue utilization exceeded 90% | [2026-01-08 04:15:00] ERROR IO TIMEOUT | [2026-01-08 04:15:00] INFO  Recovery attempt initiated | [2026-01-08 04:15:00] FAIL  Test execution failed,4,69,7,33,58,33,49,1,59,0,3,65,13,78,14,36,93,73,84,23,38,8,75,90,62,71,6,5,26,85,84,60,67,64,61,88,54,97,52,86
691,2026-01-08 4:30:00,99666,6,MIXED_IO,LOW,512,ADAPTIVE,16384,DYNAMIC,19,4,192,51,16,DYNAMIC,58.99927415,32,1,5,27.87888888,0,4,0,0,1,1,1,0,BALANCED,85,PERFORMANCE,PRIORITY,STATIC,ADVANCED,1,FIXED,6,13.77616736,7.665632654,1242.350946,0.2878679291,2,36.36161567,25.13050444,34.20887171,3.076312718,0.06963563118,NONE,0.01870031225,8,0,52.53274389,58.21864203,78.80492759,49.39203507,2.983986809,5.112086036,8.796089792,15.03452488,52.16830316,0,10.26437044,429.3199107,0,0,0,0,0,PASS,NONE,0.7764737233,100,[2026-01-08 04:30:00] INFO  Test execution started | [2026-01-08 04:30:00] INFO  Workload initialized: MIXED_IO | [2026-01-08 04:30:00] INFO  Queue depth: 192 | [2026-01-08 04:30:00] INFO  Cache hit rate: 78.8% | [2026-01-08 04:30:00] INFO  Throughput: 10.26 GB/s | [2026-01-08 04:30:00] PASS  Test execution completed,73,0,79,52,16,94,64,72,91,90,74,100,71,66,1,26,94,15,64,4,100,0,8,38,39,48,12,34,12,68,83,81,79,81,68,63,84,98,38,28
692,2026-01-08 4:45:00,79512,12,SEQUENTIAL_READ,LOW,256,ADAPTIVE,2048,STATIC,26,2,1,29,1024,DYNAMIC,97.2840292,64,0,3,5.165019485,0,1,1,0,1,1,0,1,RELAXED,70,BALANCED,PRIORITY,DYNAMIC,BASIC,0,NONE,8,45.78595777,247.6698188,2323.992463,0.2012777903,3,33.19431406,47.32713418,16.55437868,2.187059932,-0.8667386611,NONE,0.01372645683,6,0,55.9163783,50.63047422,80.30474438,10.58817962,1.40867603,2.04530618,2.391253185,11.14276708,45.67820349,0,7.877805784,431.690297,0,0,0,0,0,PASS,NONE,0.9912295859,92.01779417,[2026-01-08 04:45:00] INFO  Test execution started | [2026-01-08 04:45:00] INFO  Workload initialized: SEQUENTIAL_READ | [2026-01-08 04:45:00] INFO  Queue depth: 1 | [2026-01-08 04:45:00] INFO  Cache hit rate: 80.3% | [2026-01-08 04:45:00] INFO  Throughput: 7.88 GB/s | [2026-01-08 04:45:00] PASS  Test execution completed,47,73,60,11,44,100,98,85,59,0,0,12,87,43,52,63,28,99,98,64,100,47,26,54,1,42,28,26,20,49,85,9,88,94,56,88,92,95,50,91
693,2026-01-08 5:00:00,93138,18,MIXED_IO,MEDIUM,512,STATIC,1024,ADAPTIVE,60,16,8,56,128,PRIORITY,52.47907307,256,1,3,7.483125936,1,1,1,1,1,0,0,0,BALANCED,75,BALANCED,PRIORITY,DYNAMIC,BASIC,1,FIXED,5,97.6455786,19.2137224,4681.994938,0.1946998995,1,30.58544085,28.655954,35.18631273,-1.389059229,0.7408873055,NONE,0.01272498764,10,0,83.34758291,55.55625759,52.01190472,23.03460535,2.372030734,3.690755354,5.581098312,15.28982095,42.30069336,0,7.623607462,436.4299832,0,0,0,0,0,PASS,NONE,0.9700219542,87.73387879,[2026-01-08 05:00:00] INFO  Test execution started | [2026-01-08 05:00:00] INFO  Workload initialized: MIXED_IO | [2026-01-08 05:00:00] INFO  Queue depth: 8 | [2026-01-08 05:00:00] INFO  Cache hit rate: 52.0% | [2026-01-08 05:00:00] INFO  Throughput: 7.62 GB/s | [2026-01-08 05:00:00] PASS  Test execution completed,63,38,19,69,91,52,67,41,82,18,57,29,61,7,33,10,40,87,49,18,87,56,8,54,17,17,60,68,83,60,39,94,54,86,84,97,38,41,39,54
694,2026-01-08 5:15:00,94603,3,STRESS_TEST,HIGH,2048,ADAPTIVE,12288,STATIC,15,4,32,51,16,STATIC,67.03151198,256,0,3,27.38528392,0,4,1,0,0,1,0,1,BALANCED,90,BALANCED,DYNAMIC,DYNAMIC,NONE,1,FIXED,8,87.71739052,39.14549068,3598.257828,0.237437551,9,25.74636915,15.73756758,28.02376216,-4.894505892,0.3649359408,NONE,0.005637247051,10,1,67.21063658,61.69056695,94.05480911,29.84834833,1.702672111,3.3776606,4.995108675,14.99487618,47.47513055,0,10.44175524,433.8961557,0,0,0,0,0,PASS,NONE,0.9738574842,100,[2026-01-08 05:15:00] INFO  Test execution started | [2026-01-08 05:15:00] INFO  Workload initialized: STRESS_TEST | [2026-01-08 05:15:00] INFO  Queue depth: 32 | [2026-01-08 05:15:00] INFO  Cache hit rate: 94.1% | [2026-01-08 05:15:00] INFO  Throughput: 10.44 GB/s | [2026-01-08 05:15:00] PASS  Test execution completed,13,10,38,11,21,60,3,38,23,56,46,81,86,80,11,18,6,33,43,0,48,62,4,16,30,79,29,13,10,90,21,19,16,68,39,3,53,1,43,60
695,2026-01-08 5:30:00,9011,11,HEAVY_LOAD,HIGH,256,ADAPTIVE,2048,DYNAMIC,27,32,256,23,512,DYNAMIC,76.87562794,256,1,1,13.03734261,1,3,0,1,1,1,0,1,AGGRESSIVE,65,PERFORMANCE,PRIORITY,DYNAMIC,BASIC,1,NONE,7,70.91420681,78.45504502,3852.038554,0.2392358644,1,19.78705458,15.88725316,0.912073875,1.358665398,-0.183057284,NONE,0.002949754061,5,0,66.52439597,91.51241564,63.42023109,93.84451326,3.904857865,7.145807352,11.334226,14.12973693,34.36720712,0,9.008314613,433.7178689,12,1,0,0,0,FAIL,IO_TIMEOUT,0.5268231443,82.14098438,[2026-01-08 05:30:00] INFO  Test execution started | [2026-01-08 05:30:00] INFO  Workload initialized: HEAVY_LOAD | [2026-01-08 05:30:00] INFO  Queue depth: 256 | [2026-01-08 05:30:00] INFO  Cache hit rate: 63.4% | [2026-01-08 05:30:00] WARN  Memory utilization high: 91.5% | [2026-01-08 05:30:00] WARN  Queue utilization exceeded 90% | [2026-01-08 05:30:00] ERROR IO TIMEOUT | [2026-01-08 05:30:00] FAIL  Test execution failed,48,8,47,1,39,32,25,35,37,42,70,64,28,1,36,93,57,91,62,32,30,39,0,79,79,52,64,17,28,46,31,34,18,13,13,32,87,25,90,48
696,2026-01-08 5:45:00,25339,19,SEQUENTIAL_WRITE,HIGH,256,PREDICTIVE,8192,ADAPTIVE,50,8,256,40,32,DYNAMIC,2.81317591,128,0,2,27.75423874,1,3,1,0,1,1,1,1,BALANCED,70,PERFORMANCE,PRIORITY,DYNAMIC,ADVANCED,1,FIXED,5,57.45237739,70.24942004,7742.136439,0.1985049408,8,39.0621777,30.25150475,18.42505572,0.3075504074,-1.231347417,NONE,0.005544234019,5,0,89.04173237,84.17393284,74.64055761,97.71369754,3.573461258,5.376486961,7.832793912,18.51871788,64.61127557,0,10.34747401,440.1785557,0,0,0,0,0,PASS,NONE,0.5537329445,100,[2026-01-08 05:45:00] INFO  Test execution started | [2026-01-08 05:45:00] INFO  Workload initialized: SEQUENTIAL_WRITE | [2026-01-08 05:45:00] INFO  Queue depth: 256 | [2026-01-08 05:45:00] INFO  Cache hit rate: 74.6% | [2026-01-08 05:45:00] WARN  Queue utilization exceeded 90% | [2026-01-08 05:45:00] INFO  Throughput: 10.35 GB/s | [2026-01-08 05:45:00] PASS  Test execution completed,63,48,29,46,18,94,95,23,19,40,46,30,42,72,80,77,45,51,34,6,56,32,92,58,58,79,16,18,63,89,1,60,29,49,94,97,62,65,90,69
697,2026-01-08 6:00:00,72186,6,RANDOM_READ,HIGH,2048,STATIC,1024,ADAPTIVE,22,16,64,13,4,DYNAMIC,89.31304358,1024,1,9,13.86055325,1,2,1,1,1,0,1,0,BALANCED,80,BALANCED,DYNAMIC,DYNAMIC,ADVANCED,1,FIXED,9,20.20522656,56.13605072,4445.035039,0.02359493327,5,34.1240741,25.62852222,15.24356496,1.551489209,-0.1380715181,NONE,4.99E-06,10,0,67.6719457,69.59601683,85.04012876,45.1201676,1.700588962,2.317711783,2.704614961,12.00941939,51.08916119,0,9.484639966,432.8708898,0,0,0,0,0,PASS,NONE,0.9834214731,100,[2026-01-08 06:00:00] INFO  Test execution started | [2026-01-08 06:00:00] INFO  Workload initialized: RANDOM_READ | [2026-01-08 06:00:00] INFO  Queue depth: 64 | [2026-01-08 06:00:00] INFO  Cache hit rate: 85.0% | [2026-01-08 06:00:00] INFO  Throughput: 9.48 GB/s | [2026-01-08 06:00:00] PASS  Test execution completed,7,4,14,34,9,62,58,74,99,47,94,92,50,39,82,84,96,31,26,5,99,90,10,0,6,24,99,51,26,31,24,77,7,54,14,93,90,63,86,8
698,2026-01-08 6:15:00,59008,8,RECOVERY_TEST,LOW,1024,ADAPTIVE,2048,ADAPTIVE,50,8,96,27,128,PRIORITY,54.01213982,32,0,7,13.11186017,1,9,0,0,1,1,0,0,BALANCED,90,PERFORMANCE,DYNAMIC,STATIC,BASIC,1,NONE,5,3.719166827,53.5359511,2828.506191,0.2016250292,4,31.34215548,30.98701724,19.02289062,5.663878538,-2.569140849,NONE,0.01359525996,2,0,57.54824049,56.33037823,87.41043111,29.62175893,1.934099353,3.741609278,6.23656141,13.2182578,45.85145636,0,10.18198743,425.5408858,0,0,0,0,0,PASS,NONE,0.9685257879,100,[2026-01-08 06:15:00] INFO  Test execution started | [2026-01-08 06:15:00] INFO  Workload initialized: RECOVERY_TEST | [2026-01-08 06:15:00] INFO  Queue depth: 96 | [2026-01-08 06:15:00] INFO  Cache hit rate: 87.4% | [2026-01-08 06:15:00] INFO  Throughput: 10.18 GB/s | [2026-01-08 06:15:00] PASS  Test execution completed,75,7,81,95,81,90,92,94,82,46,69,34,53,74,33,100,99,24,81,55,12,96,30,11,77,73,56,89,96,94,36,98,94,50,62,12,61,37,68,80
699,2026-01-08 6:30:00,5015,15,STRESS_TEST,MEDIUM,1024,ADAPTIVE,12288,STATIC,26,32,16,25,128,STATIC,33.39780228,4,1,7,20.42127694,0,6,1,1,0,1,0,1,BALANCED,90,PERFORMANCE,PRIORITY,DYNAMIC,BASIC,1,FIXED,6,4.859925998,92.37191667,5970.136213,0.2219785332,8,27.13826831,31.2200252,13.85874404,-5.236838236,0.09520831633,NONE,0.01587299791,2,0,62.71998692,49.3967835,80.17716903,20.66712737,1.521598285,2.516697269,2.926396254,13.20005342,48.15372071,0,8.285231869,441.1658562,0,0,0,0,0,PASS,NONE,0.9690719446,100,[2026-01-08 06:30:00] INFO  Test execution started | [2026-01-08 06:30:00] INFO  Workload initialized: STRESS_TEST | [2026-01-08 06:30:00] INFO  Queue depth: 16 | [2026-01-08 06:30:00] INFO  Cache hit rate: 80.2% | [2026-01-08 06:30:00] INFO  Throughput: 8.29 GB/s | [2026-01-08 06:30:00] PASS  Test execution completed,35,85,72,28,54,85,12,6,57,91,86,20,16,6,74,78,5,19,52,14,83,40,32,99,80,70,8,78,12,48,56,27,20,87,98,15,62,21,66,44
700,2026-01-08 6:45:00,9505,5,SEQUENTIAL_READ,LOW,1024,ADAPTIVE,1024,DYNAMIC,33,4,32,37,16,PRIORITY,94.14074657,32,0,6,5.203366799,1,6,1,1,1,1,1,0,BALANCED,85,PERFORMANCE,FIFO,STATIC,BASIC,1,EXPONENTIAL,2,4.424609559,57.97897357,502.4421922,0.1893041964,7,24.28721156,23.77586202,8.498373234,0.6025220186,-0.0670715747,NONE,0.003210336642,1,1,54.94515911,59.21248677,95.4494155,19.5312132,1.534524746,2.376417461,3.128546991,14.92544003,49.56859887,0,10.39801778,434.0242944,0,0,0,0,0,PASS,NONE,0.9704738399,100,[2026-01-08 06:45:00] INFO  Test execution started | [2026-01-08 06:45:00] INFO  Workload initialized: SEQUENTIAL_READ | [2026-01-08 06:45:00] INFO  Queue depth: 32 | [2026-01-08 06:45:00] INFO  Cache hit rate: 95.4% | [2026-01-08 06:45:00] INFO  Throughput: 10.40 GB/s | [2026-01-08 06:45:00] PASS  Test execution completed,85,84,48,96,95,97,48,80,24,98,1,3,11,48,94,19,91,68,81,1,11,62,8,51,14,9,98,16,11,58,97,52,64,41,30,47,45,51,98,80
701,2026-01-08 7:00:00,52055,15,STRESS_TEST,HIGH,1024,ADAPTIVE,4096,ADAPTIVE,64,8,256,22,4,DYNAMIC,40.56562634,512,0,2,16.39353599,1,6,1,1,1,1,0,1,BALANCED,80,BALANCED,PRIORITY,DYNAMIC,ADVANCED,1,EXPONENTIAL,3,29.18171023,63.96647815,3934.607911,0.09230842501,8,24.57920738,28.79746878,18.0347733,-2.884902158,-2.069168229,TIMING,0.1749729862,9,0,82.90653818,91.32096113,78.99218166,85.94656702,3.570972431,6.78480013,11.93641858,12.93372699,45.64789259,0,10.45409262,439.6802723,10,0,1,0,0,FAIL,TRANSIENT_FAULT,0.5167280456,89.53045869,[2026-01-08 07:00:00] INFO  Test execution started | [2026-01-08 07:00:00] INFO  Workload initialized: STRESS_TEST | [2026-01-08 07:00:00] INFO  Queue depth: 256 | [2026-01-08 07:00:00] INFO  Cache hit rate: 79.0% | [2026-01-08 07:00:00] WARN  Memory utilization high: 91.3% | [2026-01-08 07:00:00] ERROR TRANSIENT FAULT | [2026-01-08 07:00:00] INFO  Recovery attempt initiated | [2026-01-08 07:00:00] FAIL  Test execution failed,62,60,81,85,50,87,20,15,7,79,61,56,0,53,76,26,35,4,44,21,39,36,28,60,55,15,23,29,47,84,5,94,55,60,65,75,57,27,68,62
702,2026-01-08 7:15:00,61617,17,SEQUENTIAL_READ,HIGH,128,PREDICTIVE,12288,STATIC,48,16,256,14,8,STATIC,92.91483196,16,1,10,7.322148905,0,8,0,1,0,1,0,1,AGGRESSIVE,75,PERFORMANCE,FIFO,STATIC,ADVANCED,1,FIXED,10,9.367129613,8.541211606,6875.629837,0.0543964205,7,33.08104291,10.15853643,18.7132882,1.647469902,-1.8800469,NONE,0.01294208384,10,0,65.04220054,75.98785337,85.29271615,88.16880216,3.600187833,5.323365726,8.446083123,13.13911787,51.58409785,0,9.408354557,440.2291403,10,4,0,0,2,FAIL,IO_TIMEOUT,0.5302099637,88.64001558,[2026-01-08 07:15:00] INFO  Test execution started | [2026-01-08 07:15:00] INFO  Workload initialized: SEQUENTIAL_READ | [2026-01-08 07:15:00] INFO  Queue depth: 256 | [2026-01-08 07:15:00] INFO  Cache hit rate: 85.3% | [2026-01-08 07:15:00] ERROR IO TIMEOUT | [2026-01-08 07:15:00] FAIL  Test execution failed,70,84,41,46,65,89,10,10,5,18,3,77,72,16,10,47,54,8,0,77,74,43,15,94,85,22,90,100,43,90,71,3,17,55,89,48,22,98,43,31
703,2026-01-08 7:30:00,16772,12,SEQUENTIAL_READ,MEDIUM,1024,ADAPTIVE,4096,ADAPTIVE,59,4,64,24,128,STATIC,87.83608004,8,1,3,5.724495083,0,4,1,1,1,1,1,0,RELAXED,65,PERFORMANCE,PRIORITY,STATIC,ADVANCED,1,EXPONENTIAL,3,14.81689088,102.077693,4603.700477,0.0539355737,5,29.38619255,16.73075227,46.64135968,2.565631736,0.2233774991,NONE,0.0121190731,10,0,71.4178627,63.10558873,91.760022,36.06061349,1.755774608,2.953048016,5.060466974,14.89487776,47.5463762,0,9.503776319,432.1944149,0,0,0,0,0,PASS,NONE,0.973683916,100,[2026-01-08 07:30:00] INFO  Test execution started | [2026-01-08 07:30:00] INFO  Workload initialized: SEQUENTIAL_READ | [2026-01-08 07:30:00] INFO  Queue depth: 64 | [2026-01-08 07:30:00] INFO  Cache hit rate: 91.8% | [2026-01-08 07:30:00] INFO  Throughput: 9.50 GB/s | [2026-01-08 07:30:00] PASS  Test execution completed,34,37,19,9,11,26,94,19,80,23,11,42,100,42,29,56,1,5,12,65,78,28,69,99,14,43,51,87,61,44,95,43,14,27,12,82,7,6,21,1
704,2026-01-08 7:45:00,17130,10,HEAVY_LOAD,HIGH,256,STATIC,1024,STATIC,13,8,1,49,1024,STATIC,63.40741676,16,1,7,7.683444375,0,7,1,1,0,0,0,0,BALANCED,75,BALANCED,PRIORITY,DYNAMIC,BASIC,1,EXPONENTIAL,6,23.33838857,48.12175059,5624.477959,0.1311923442,6,27.67585459,7.394755685,27.74684891,-3.844413133,0.2917930553,TIMING,0.1281353474,9,0,70.73332569,72.99447653,70.32363724,22.80769436,1.631791494,2.204031966,2.565027688,14.91176073,48.85458973,0,7.43482693,442.9242559,0,0,0,0,0,PASS,NONE,0.9315991527,91.28437547,[2026-01-08 07:45:00] INFO  Test execution started | [2026-01-08 07:45:00] INFO  Workload initialized: HEAVY_LOAD | [2026-01-08 07:45:00] INFO  Queue depth: 1 | [2026-01-08 07:45:00] INFO  Cache hit rate: 70.3% | [2026-01-08 07:45:00] INFO  Throughput: 7.43 GB/s | [2026-01-08 07:45:00] PASS  Test execution completed,80,67,46,29,2,38,24,42,85,0,95,60,81,31,0,81,39,40,43,42,69,88,80,52,86,11,55,30,51,33,57,46,23,45,98,57,69,47,18,25
705,2026-01-08 8:00:00,12935,15,MIXED_IO,MEDIUM,128,PREDICTIVE,8192,ADAPTIVE,54,16,16,3,16,DYNAMIC,37.37297197,8,1,7,14.45146271,0,6,1,1,1,1,0,0,BALANCED,80,BALANCED,FIFO,DYNAMIC,ADVANCED,0,FIXED,3,29.36119767,202.7214563,3690.623653,0.2010374023,8,21.65349649,21.98455967,30.55257571,-0.6770576931,-1.130086464,NONE,0.00824019795,7,0,60.54891505,51.05799856,79.38620131,26.22866071,1.506077145,2.308648678,3.707455857,10.10070394,40.57911994,0,7.897014882,445.8797262,1,0,0,0,0,PASS,NONE,0.9654657265,99.2024424,[2026-01-08 08:00:00] INFO  Test execution started | [2026-01-08 08:00:00] INFO  Workload initialized: MIXED_IO | [2026-01-08 08:00:00] INFO  Queue depth: 16 | [2026-01-08 08:00:00] INFO  Cache hit rate: 79.4% | [2026-01-08 08:00:00] INFO  Throughput: 7.90 GB/s | [2026-01-08 08:00:00] PASS  Test execution completed,35,75,79,1,56,51,16,17,94,79,51,79,88,99,57,15,40,46,69,6,54,3,18,100,11,16,24,96,62,37,62,44,25,92,93,44,0,90,56,41
706,2026-01-08 8:15:00,56496,16,RANDOM_WRITE,LOW,2048,STATIC,1024,DYNAMIC,34,32,32,35,4,DYNAMIC,12.25703533,128,1,3,26.15424317,0,8,1,0,1,0,1,1,AGGRESSIVE,75,EFFICIENCY,DYNAMIC,DYNAMIC,BASIC,1,EXPONENTIAL,7,30.11158224,202.3211754,1734.581853,0.1513712192,3,18.02922886,48.23123576,41.32445814,2.67407615,0.4496052859,NONE,0.004310071289,5,0,63.94638537,45.67214661,80.3267587,13.12699647,2.093652057,3.674578261,5.778559019,12.42829603,34.0073673,0,9.30765475,424.7819627,0,0,0,0,0,PASS,NONE,0.987650704,99.56777451,[2026-01-08 08:15:00] INFO  Test execution started | [2026-01-08 08:15:00] INFO  Workload initialized: RANDOM_WRITE | [2026-01-08 08:15:00] INFO  Queue depth: 32 | [2026-01-08 08:15:00] INFO  Cache hit rate: 80.3% | [2026-01-08 08:15:00] INFO  Throughput: 9.31 GB/s | [2026-01-08 08:15:00] PASS  Test execution completed,12,92,80,26,19,86,37,53,46,45,38,63,63,48,63,29,83,82,36,40,51,54,16,17,5,33,56,65,11,0,80,83,72,26,25,90,22,33,25,17
707,2026-01-08 8:30:00,786,6,RECOVERY_TEST,MEDIUM,64,ADAPTIVE,8192,STATIC,50,16,16,36,128,STATIC,51.61315042,128,1,6,14.74935083,1,8,1,1,0,1,0,0,BALANCED,90,BALANCED,DYNAMIC,DYNAMIC,ADVANCED,1,FIXED,3,12.13698777,18.61375066,3821.080856,0.110686702,3,37.91413312,28.38191177,40.48042877,3.341373992,-0.821531457,NONE,0.001515963408,4,0,66.84091109,60.03637821,64.30747183,30.42467017,2.355519219,4.193172799,6.139693161,11.88780384,54.32836523,0,7.740744141,436.6824916,1,0,0,0,0,PASS,NONE,0.9745135144,91.58028723,[2026-01-08 08:30:00] INFO  Test execution started | [2026-01-08 08:30:00] INFO  Workload initialized: RECOVERY_TEST | [2026-01-08 08:30:00] INFO  Queue depth: 16 | [2026-01-08 08:30:00] INFO  Cache hit rate: 64.3% | [2026-01-08 08:30:00] INFO  Throughput: 7.74 GB/s | [2026-01-08 08:30:00] PASS  Test execution completed,51,55,85,87,32,4,4,26,37,94,21,19,73,94,18,61,24,76,38,10,62,22,25,66,33,100,71,33,91,58,58,82,83,87,58,31,89,62,13,30
708,2026-01-08 8:45:00,57244,4,STRESS_TEST,HIGH,64,STATIC,4096,ADAPTIVE,21,2,256,53,16,STATIC,40.88539807,64,1,3,20.68849045,1,4,0,0,1,0,0,1,BALANCED,70,EFFICIENCY,PRIORITY,DYNAMIC,BASIC,0,EXPONENTIAL,5,70.63839919,56.93388985,1965.978005,0.1313115933,8,34.58319076,11.90477526,0.8173951155,0.5162686487,0.4049861992,NONE,0.01863243247,4,0,72.79505046,88.05700859,56.25721287,98.30358382,4.424798423,6.532748823,10.20016374,13.25623481,58.1248101,0,8.792655953,448.781753,6,7,0,0,2,FAIL,IO_TIMEOUT,0.4554063587,76.78456432,[2026-01-08 08:45:00] INFO  Test execution started | [2026-01-08 08:45:00] INFO  Workload initialized: STRESS_TEST | [2026-01-08 08:45:00] INFO  Queue depth: 256 | [2026-01-08 08:45:00] INFO  Cache hit rate: 56.3% | [2026-01-08 08:45:00] WARN  Memory utilization high: 88.1% | [2026-01-08 08:45:00] WARN  Queue utilization exceeded 90% | [2026-01-08 08:45:00] ERROR IO TIMEOUT | [2026-01-08 08:45:00] FAIL  Test execution failed,9,53,93,16,88,12,39,88,14,87,85,58,45,14,10,19,18,34,21,97,87,31,34,78,88,43,78,56,78,9,28,1,78,81,1,79,11,26,79,33
709,2026-01-08 9:00:00,47593,13,SEQUENTIAL_READ,MEDIUM,256,STATIC,8192,DYNAMIC,47,8,64,14,256,STATIC,80.66109283,4,1,10,24.89407523,1,2,0,0,1,0,1,1,AGGRESSIVE,90,PERFORMANCE,PRIORITY,DYNAMIC,BASIC,1,FIXED,9,41.12686087,53.35600963,3064.226742,0.07815318044,2,32.23595394,6.059207667,39.62193327,-2.350461619,-2.129720261,NONE,0.01721220522,9,0,50.93089087,56.1730405,65.53645681,30.5791825,2.184694458,3.854445757,6.728038132,11.80132195,47.71689708,0,8.373342932,429.9795424,10,4,1,0,2,FAIL,IO_TIMEOUT,0.8600082365,79.11498581,[2026-01-08 09:00:00] INFO  Test execution started | [2026-01-08 09:00:00] INFO  Workload initialized: SEQUENTIAL_READ | [2026-01-08 09:00:00] INFO  Queue depth: 64 | [2026-01-08 09:00:00] INFO  Cache hit rate: 65.5% | [2026-01-08 09:00:00] ERROR IO TIMEOUT | [2026-01-08 09:00:00] INFO  Recovery attempt initiated | [2026-01-08 09:00:00] FAIL  Test execution failed,55,90,59,26,71,31,64,55,3,98,14,97,16,79,58,37,13,38,47,88,65,76,94,73,56,92,93,51,70,84,20,3,17,46,43,23,81,41,53,82
710,2026-01-08 9:15:00,46599,19,MIXED_IO,LOW,1024,ADAPTIVE,16384,DYNAMIC,64,16,96,24,128,PRIORITY,50.0858827,1024,1,8,17.9943015,1,8,1,1,0,1,1,1,BALANCED,70,BALANCED,PRIORITY,DYNAMIC,BASIC,1,FIXED,4,40.5516152,32.50707245,2021.581119,0.06061085739,2,20.58310478,42.08260733,18.04228595,3.549023651,1.087297291,NONE,0.01832279454,3,0,64.15871918,39.69589279,85.83056753,25.10484576,2.120140857,3.973080528,6.440597376,13.84485911,35.58608427,0,9.277070272,433.0027018,1,0,0,0,0,PASS,NONE,0.9902616384,100,[2026-01-08 09:15:00] INFO  Test execution started | [2026-01-08 09:15:00] INFO  Workload initialized: MIXED_IO | [2026-01-08 09:15:00] INFO  Queue depth: 96 | [2026-01-08 09:15:00] INFO  Cache hit rate: 85.8% | [2026-01-08 09:15:00] INFO  Throughput: 9.28 GB/s | [2026-01-08 09:15:00] PASS  Test execution completed,75,13,61,24,84,10,98,13,57,51,71,37,44,30,55,7,73,51,43,84,13,57,49,19,72,58,99,43,96,55,46,51,79,61,59,68,70,96,85,86
711,2026-01-08 9:30:00,67928,8,HEAVY_LOAD,HIGH,2048,PREDICTIVE,16384,ADAPTIVE,32,8,128,3,32,PRIORITY,46.53024911,128,1,10,18.79623287,0,3,1,1,1,1,0,0,BALANCED,85,BALANCED,PRIORITY,STATIC,BASIC,0,FIXED,0,5.656894722,13.27135968,3987.505292,0.03069563619,5,18.79160243,0.04545431031,6.311556776,1.609676025,-1.674048061,NONE,0.01538322573,7,0,55.48622023,59.98293693,90.50063942,57.32705854,2.099721175,3.725543958,5.965669796,10.69033315,36.35721074,0,10.04452796,432.3229128,0,0,0,0,0,PASS,NONE,0.8870893977,100,[2026-01-08 09:30:00] INFO  Test execution started | [2026-01-08 09:30:00] INFO  Workload initialized: HEAVY_LOAD | [2026-01-08 09:30:00] INFO  Queue depth: 128 | [2026-01-08 09:30:00] INFO  Cache hit rate: 90.5% | [2026-01-08 09:30:00] INFO  Throughput: 10.04 GB/s | [2026-01-08 09:30:00] PASS  Test execution completed,33,37,5,79,37,92,0,78,16,92,99,34,99,13,3,18,100,49,95,65,17,50,4,8,13,37,73,22,60,21,86,67,68,93,70,69,95,3,8,91
